item_number,material_class,composition_formula,hydrogen_weight_percent,heat_of_formation,temperature,Temp,pressure,author_year,reference_number,comment1,comment2,comment3
1802,Mg,Mg-14Al,6.7,,352,625.15,6,"Reilly, 1976",490,,,
1837,Mg,Mg-21Al (M),6.6,,352,625.15,6,"Reilly, 1976",490,,,
1916,Mg,Mg0.75Al0.25,3.5,,350,623.15,6,"Bouaricha, 2000",1482,,Ball milled,
2669,SS,V.99Co.01,3.4,,40,313.15,6,"Yukawa, 2002",1411,,,
2687,SS,V.99Rh.01,3.4,,40,313.15,6,"Yukawa, 2002",1411,,,
2179,MIC,LuCo3 (M),1,32,20,293.15,5.9,"Kierstead, 1984",571,,,
2604,SS,Pd.92Y.08,0.5,,300,573.15,5.8,"Doyle, 1987",608,,,
2661,SS,V.983Ta.013,3.28,,40,313.15,5.8,"Reilly, 1972",314,,,
2678,SS,V.99Mo.01,3.4,,40,313.15,5.8,"Yukawa, 2002",1411,,,
2684,SS,V.99Pd.01,3.5,,40,313.15,5.8,"Yukawa, 2002",1411,,,
2703,SS,V1-xSnx,3.7,,40,313.15,5.8,"Reilly, 1972",314,(x=0.004-0.006),,
782,AB2,Ti1.2CrMn,2,25.5,-10,263.15,5.7,"Osumi, 1983",40,,,
103,A2B,Mg2Co (M),4.2,108,418,691.15,5.7,"Yoshida, 1993",594,(Mg2Co phase not stable without H),,
1854,Mg,Mg2Co (M),4.2,108,418,691.15,5.7,"Yoshida, 1993",594,(Mg2Co phase not stable without H),,
1208,AB5,La.8Nd.2Ni5,1.5,,40,313.15,5.7,"Van Mal, 1974",98,,,
2093,MIC,Gd3Ni6Al2,1,33.6,300,573.15,5.6,"Pechev, 1997",839,,,
467,AB2,Ti.95Zr.05Cr1.2Mn.8,1.7,21.9,20,293.15,5.5,"Hagstrom, 1998",1242,,,
578,AB2,ZrFe1.5Cr.5,1.4,24.3,50,323.15,5.5,"Shaltiel, 1977",14,,,
1919,Mg,Mg0.80La0.10Al0.10,4.8,76,302,575.15,5.5,"Semenenko, 1986",1507,,,Sloping plateau
2682,SS,V.99Ni.01,3.6,,40,313.15,5.5,"Yukawa, 2002",1411,,,
2681,SS,V.99Nb.01,3.69,,40,313.15,5.3,"Reilly, 1972",314,,,
187,AB,TiFe (M),1.9,28.1,30,303.15,5.2,"Reilly, 1974",319,,,
169,AB,TiCo (M),0.7,,116,389.15,5.2,"Reilly, 1976",490,,,
2667,SS,V.99Au.01,3.6,,40,313.15,5.1,"Yukawa, 2002",1411,,,
599,AB2,ZrMn1.11Fe1.22,1.5,13.3,100,373.15,5,"Sinha, 1983",23,,,
2575,SS,Pd.75Rh.25,0.8,25.4,0,273.15,5,"Noh, 1993",867,,,
579,AB2,ZrFe1.5Cr.5,1.5,25.6,20,293.15,5,"Ivey, 1984",29,,,
826,AB2,TiMn1.5,,27,0,273.15,5,"Andreev, 1984",684,,,
1172,AB5,MmNi4.6Al.4,1.4,28,30,303.15,5,"Iwakura, 1995",1177,,,
1139,AB5,MmNi4.2Al.4Co.4,1.3,28.4,30,303.15,5,"Iwakura, 1995",1177,,,
443,AB2,Ti.8Zr.2Mn1.2Cr.8,2,28.9,20,293.15,5,"Machida, 1978",371,,,
555,AB2,Zr.76Ti.24Ni1.16Mn.63V.14Fe.18,1.6,29.7,30,303.15,5,"Morii, 1995",410,,,
1399,AB5,SmCo5,0.7,30,25,298.15,5,"Yamaguchi, 1983",156,,,
208,AB,TiFe.9Co.1,1.5,30.6,50,323.15,5,"Lee, 1999",1211,,,
2105,MIC,Ho2Co7 (M),1.1,36.7,50,323.15,5,"Goudy, 1976",186,,,
1267,AB5,LaNi3.92Al.98,1.1,42,250,523.15,5,"Ivanova, 1997",639,,,
1254,AB5,LaCu5,0.8,42.7,101,374.15,5,"Spada, 1987",255,,,
1927,Mg,Mg0.90La0.075Al0.025,5.1,68,308,581.15,5,"Semenenko, 1986",1507,,,Sloping plateau
153,AB,Ti1.1Fe,1.6,,50,323.15,5,"Lee, 2000",1223,,,
201,AB,TiFe.94Al.06,1.2,,30,303.15,5,"Lim, , 1984",548,,,
204,AB,TiFe.95V.05 (M),1.7,,40,313.15,5,"Reilly, 1976",383,,,
589,AB2,ZrFeMnNi.4,0.8,,23,296.15,5,"Sinha, 1985",554,,,
827,AB2,TiMn1.5,1.5,,22,295.15,5,"Singh, 2001",1293,,,
1177,AB5,MmNi4.6Sn.4,0.6,,15,288.15,5,"Mungole, 1999",1205,Fe-containing Indian Mm,,
1178,AB5,MmNi4.6Sn4,0.6,,15,288.15,5,"Mungole, 1997",849,,,
1346,AB5,Mm.82Y.18Ni4.95Mn.05,1.5,,25,298.15,5,"Nakamura, 1995",414,,,
1688,Mg,Mg9Ce,4,,349,622.15,5,"Reilly, 1974",491,,,
2051,MIC,CeMg9,4,,349,622.15,5,"Reilly, 1974",491,,,
2551,SS,(V.9Ti.1).91Al.05Fe.04,2.6,,25,298.15,5,"Libowitz, 1985",471,,,
2671,SS,V.99Cr.01,3.5,,40,313.15,5,"Yukawa, 2002",1411,,,
1834,Mg,Mg2.23Ni (M),3.9,67.3,323,596.15,4.9,"Friedlmeier, 1997",714,,,
1162,AB5,MmNi4.5Cr.5,1.2,25.5,20,293.15,4.8,"Suzuki, 1981",125,(+ Cr.75 & Cr1.0),,
2588,SS,Pd.8Rh.2,0.8,28.4,30,303.15,4.8,"Noh, 1993",867,,,
2636,SS,V,3.6,,40,313.15,4.8,"Yukawa, 2002",1411,,,
2668,SS,V.99B.01,3.72,,40,313.15,4.8,"Reilly, 1972",314,,,
1176,AB5,MmNi4.6Sn.4,0.6,29.4,15,288.15,4.7,"Balasubramaniam, 1993",588,(Mm=Indian [high-Fe]),,
2587,SS,Pd.8Rh.2,0.8,,30,303.15,4.6,"Flanagan, 1995",616,,,
2589,SS,Pd.8Rh.2,0.8,,30,303.15,4.6,"Flanagan, 1999",1403,,,
89,A2B,Mg1.75Ni,2.8,26.6,300,573.15,4.5,"Kuji, 2002",1492,,Ball milled,
1942,Mg,Mg1.75Ni,2.8,26.6,300,573.15,4.5,"Kuji, 2002",1492,,Ball milled,
2546,SS,(V.89Ti.11).95Fe.05,3.3,42.9,40,313.15,4.5,"Libowitz, 1987",697,,,
1913,Mg,Mg0.708La0.125Al0.167,4.2,67,300,573.15,4.5,"Semenenko, 1986",1507,,,Sloping plateau
1762,Mg,Mg1.7NiAl.3 (M),2.7,76.2,312,585.15,4.5,"Biris, 1982",758,,,
1921,Mg,Mg0.85La0.10Al0.05,6.2,77,300,573.15,4.5,"Semenenko, 1986",1507,,,Sloping plateau
816,AB2,TiMn1.2V.8,2.1,,50,323.15,4.5,"Bernauer, 1984",521,,,
823,AB2,TiMn1.4Fe.11,1.7,,0,273.15,4.5,"Gamo, 1980",36,,,
929,AB2,ZrNi1.2Mn.6Cr.2,1.45,,70,343.15,4.5,"Moriwaki, 1991",367,,,
1281,AB5,LaNi5,1.4,,50,323.15,4.5,"Nakamura, 2000",1207,,,
1451,Complex,Mg2FeH6,5.5,,350,623.15,4.5,"Huot, 1998",1445,[FeH6]4-,"Theoretical H-content, sample contained MgH2",
1221,AB5,La0.3Mm0.7Ni4.5Cu0.3Al0.2,1.4,31.4,22,295.15,4.4,"Petrova, 1989",1520,,,
2665,SS,V.99Ag.01,3.7,,40,313.15,4.3,"Yukawa, 2002",1411,,,
2680,SS,V.99Nb.01,3.5,,40,313.15,4.3,"Yukawa, 2002",1411,,,
1803,Mg,Mg14Al12Ti3 (M),3.8,73,337,610.15,4.2,"Lupu, 1982",757,,,
1204,AB5,La.8Ce.2Ni4.98Al.02,,,20,293.15,4.2,"Mordkovich, 1992",666,,,
1811,Mg,Mg17Al9Ti3 (M),4.6,,337,610.15,4.2,"Lupu, 1982",757,,,
2663,SS,V.992Ti.008,3.86,,40,313.15,4.2,"Reilly, 1972",314,,,
2690,SS,V.99Sn.01,3.4,,40,313.15,4.2,"Yukawa, 2002",1411,,,
2672,SS,V.99Cu.01,3.5,,40,313.15,4.1,"Yukawa, 2002",1411,,,
604,AB2,ZrMn1.53Fe1.27,1,9,23,296.15,4,"Sinha, 1983",23,,,
645,AB2,ZrMnFe.7Co.3,1.2,17.6,30,303.15,4,"Prakash, 2000",1285,,,Sloping plateau
630,AB2,ZrMn2Co.8,,20.9,23,296.15,4,"Pedziwiatr, 1983",28,,,
541,AB2,Zr.5Ti.5CrFe,1.8,27,23,296.15,4,"Yu, 1985",555,,,
2596,SS,Pd.91Co.09,,27.2,20,293.15,4,"Holder, 1996",624,,,
452,AB2,Ti.8Zr.2Mn1.8Mo.2,1.7,29,20,293.15,4,"Gamo, 1980",31,,,
2481,SS,Pd.9Co.1,0.5,29.8,80,353.15,4,"Feenstra, 1987",609,,,
1099,AB5,LaNi4Cu,1,33.9,60,333.15,4,"Mendelsohn, 1977",168,,,
2523,SS,Ti.23Mn.36V.41,2.8,34,40,313.15,4,"Cho, 2000",1407,,,Sloping plateau
742,AB2,MgYNi4,1.05,35.8,40,313.15,4,"Aono, 2000",1273,,,
1011,AB5,HoNi4Al,0.9,35.9,60,333.15,4,"Sorgic, 1996",635,,,
1054,AB5,LaNi4.6Sn0.4,1.1,38.2,100,373.15,4,"Luo, 2002",1514,,,
171,AB,TiCo.5Fe.5,1.1,42.3,100,373.15,4,"Suzuki, 1981",82,,,
168,AB,TiCo,1.4,57.4,155,428.15,4,"Yamanaka, 1975",73,,,
91,A2B,Mg1.92Al.08Ni,3.5,70.5,295,568.15,4,"Hirata, 1983",427,,,
1763,Mg,Mg1.92NiAl.08,3.5,70.5,295,568.15,4,"Hirata, 1983",427,,,
1577,Complex,Ca4Mg4Fe3H22,5,122,441,714.15,4,"Huang, 1993",738,[FeH6]4-,,
1562,Complex,Yb4Mg4Fe3H22,2.3,137,458,731.15,4,"Huang, 1993",738,[FeH6]4-,,
193,AB,TiFe.88,2,,40,313.15,4,"Reilly, 1974",319,,,
202,AB,TiFe.95Cr.05 (M),1.7,,40,313.15,4,"Reilly, 1976",383,,,
205,AB,TiFe.96Nb.04,1.7,,40,313.15,4,"Sasaki, 1981",394,,,
434,AB2,Ti.73Zr.27Mn1.25Cr.75Cu.1,1.7,,20,293.15,4,"Gamo, 1998",856,,,
629,AB2,ZrMn2.8Ni.4,1.3,,23,296.15,4,"Pourarian, 1984",551,,,
853,AB2,Zr.8Ti.2CrCo.8V.2,1.7,,150,423.15,4,"Bououdina, 1997",649,,,
859,AB2,Zr.8Ti.2Ni1.2V.6Co.2,1.8,,67,340.15,4,"Chen, 1997",820,,,
869,AB2,Zr.9Ti.1CrCo.8V.2,1.7,,150,423.15,4,"Bououdina, 1997",649,,,
879,AB2,Zr.9Ti.1V.2Mn.6Co.1Ni1.1,1.5,,40,313.15,4,"Suda, 1999",1263,,,
988,AB5,CeNi3.55Mn.4Al.3Co.75,1.2,,25,298.15,4,"Joubert, 1998",1186,,,
1170,AB5,MmNi4.6Al.4,0.8,,15,288.15,4,"Mungole, 1997",849,,,
1171,AB5,MmNi4.6Al.4,0.8,,15,288.15,4,"Mungole, 1999",1205,Fe-containing Indian Mm,,
1290,AB5,LaNi5,1.5,,50,323.15,4,"Oesterreicher, 1976",524,,,
1817,Mg,Mg17La2,1.7,,100,373.15,4,"Yajima, 1977",188,,,
2138,MIC,La2Mg17,1.7,,100,373.15,4,"Yajima, 1977",188,,,
2638,SS,V.49Ti.30Ni.21,1.8,,60,333.15,4,"Nambu, 2002",1413,,,Sloping plateau
2676,SS,V.99In.01,3.6,,40,313.15,4,"Yukawa, 2002",1411,,,
947,AB5,Ca.7Mm.3Ni5,1.9,26.6,25,298.15,3.8,"Sandrock, 1978",113,,,
1158,AB5,MmNi4.5Al.5,1.2,28,25,298.15,3.8,"Sandrock, 1978",113,,,
88,A2B,Mg1.5Ni,2.6,29.1,300,573.15,3.7,"Kuji, 2002",1492,,Ball milled,
1940,Mg,Mg1.5Ni,2.6,29.1,300,573.15,3.7,"Kuji, 2002",1492,,Ball milled,
108,A2B,Mg2Ni,3.1,31.3,300,573.15,3.7,"Kuji, 2002",1492,,Ball milled,
1954,Mg,Mg2Ni,3.1,31.3,300,573.15,3.7,"Kuji, 2002",1492,,Ball milled,
2695,SS,V.99Zr.01,3.8,,40,313.15,3.7,"Reilly, 1972",314,,,
770,AB2,Ti.9Zr.2Mn1.6Ni.2(VFe).2,2,23.2,25,298.15,3.6,"Xu, 2001",1290,VFe=ferrovanadium,,
1217,AB5,La0.13Ce0.35Pr0.52Co5,0.8,40,50,323.15,3.6,"Sarynin, 1981",1526,,,
631,AB2,ZrMn2Co.8,0.9,19.3,23,296.15,3.5,"Pourarian, 1984",551,,,
1488,Complex,Na3AlH6,5.9,50.8,150,423.15,3.5,"Tolle, 1998",1160,[AlH6]3-,Stoichiometric H-content,Ti-catalyzed
825,AB2,TiMn1.4V.62,2.15,,20,293.15,3.5,"Bernauer, 1984",521,,,
2371,MIC,YCo2.4Ni.6 (M),1.4,,120,393.15,3.5,"Yamaguchi, 1989",615,,,
463,AB2,Ti.8Zr.3Mn1.6Cr.2Al.1,0.7,,20,293.15,3.4,"Au, 1995",860,,,
593,AB2,ZrMn.6Ni1.4,0.9,,25,298.15,3.4,"Hsu, 2000",1276,,,
1038,AB5,LaNi4.61Mn.26Al.13,1.4,,100,373.15,3.4,"Nakamura, 1997",809,,,
2563,SS,Nb.994Ge.006,92.1,,40,313.15,3.4,"Reilly, 1972",314,,,
2597,SS,Pd.91Ni.09,,,50,323.15,3.4,"Flanagan, 1995",870,,,
1288,AB5,LaNi5,1.5,,40,313.15,3.35,"Joubert, 2000",1512,,,
152,AB,Ti.9Zr.1Fe,1,28.9,30,303.15,3.3,"Jang, 1986",397,,,
209,AB,TiFe.9Co.1,1.8,,40,313.15,3.3,"Reilly, 1976",383,,,
1157,AB5,MmNi4.5Al.5,1.17,23,30,303.15,3.2,"Osumi, 1979",119,,,
1398,AB5,SmCo5,0.64,34.9,20,293.15,3.2,"Kuijpers, 1971",94,,,
172,AB,TiCo.5Mn.5,1.6,46.9,120,393.15,3.2,"Osumi, 1980",80,,,
151,AB,Ti.9La.1Co,1.5,60,150,423.15,3.2,"Kato, 1981",83,,,
1835,Mg,Mg2.42Ni (M),3.9,63.1,301,574.15,3.2,"Post, 1984",718,,,
117,A2B,Mg2Ni,3.6,64.5,299,572.15,3.2,"Reilly, 1968",88,,,
1963,Mg,Mg2Ni,3.6,64.5,299,572.15,3.2,"Reilly, 1968",88,,,
111,A2B,Mg2Ni,3.3,65.9,300,573.15,3.2,"Sun, 1999",1228,Solid-state synthesized,,
1957,Mg,Mg2Ni,3.3,65.9,300,573.15,3.2,"Sun, 1999",1228,Solid-state synthesized,,
1841,Mg,Mg-26Cu (M),5.3,78.3,330,603.15,3.2,"Reilly, 1967",87,,,
112,A2B,Mg2Ni,3.3,63.2,300,573.15,3.1,"Song, 1998",1224,,,
1958,Mg,Mg2Ni,3.3,63.2,300,573.15,3.1,"Song, 1998",1224,,,
1106,AB5,MmCo3.5Ni1.5,0.72,,25,298.15,3.1,"Guidott, 1977",105,,,
2691,SS,V.99Ta.01,3.5,,40,313.15,3.1,"Yukawa, 2002",1411,,,
637,AB2,ZrMn2Fe1.2,0.7,6.8,25,298.15,3,"Sinha, 1982",509,,,
639,AB2,ZrMn2Ni.8,1.3,18.6,23,296.15,3,"Pourarian, 1984",551,,,
439,AB2,Ti.8Zr.2Cr1.8,,23,0,273.15,3,"Andreev, 1984",684,,,
767,AB2,Ti.9Zr.2Mn1.4Cr.4(VFe).2,2.1,25.5,25,298.15,3,"Xu, 2001",1290,VFe=ferrovanadium,,
524,AB2,Zr(Fe.75Cr.25)2,1.4,25.6,45,318.15,3,"Fang, 2000",1283,,,
773,AB2,Ti.9Zr.2Mn1.8V.2,2.1,26,25,298.15,3,"Xu, 2001",1290,,,
447,AB2,Ti.8Zr.2Mn1.5Cu.5,1.6,27,30,303.15,3,"Hong, 1993",373,,,
850,AB2,Zr.8Ti.2Cr.6Fe1.4,1.6,27,23,296.15,3,"Wallace, 1985",1169,,,
567,AB2,ZrCrFeCu.8,1.2,28,23,296.15,3,"Wallace, 1985",1168,,,
772,AB2,Ti.9Zr.2Mn1.8(VFe).2,2,29.1,25,298.15,3,"Xu, 2001",1290,VFe=ferrovanadium,,
575,AB2,ZrFe1.4Cr.6,1.5,29.9,20,293.15,3,"Ivey, 1984",29,,,
1141,AB5,MmNi4.2Al.4Fe.4,1.1,30,30,303.15,3,"Iwakura, 1995",1177,,,
2592,SS,Pd.90Pt.10,0.3,30.7,80,353.15,3,"Yasumatsu, 1999",1406,,,
624,AB2,ZrMn2.7,1.3,33.6,100,373.15,3,"Uchida, 1986",370,,,
616,AB2,ZrMn2,1.5,36,210,483.15,3,"Fujii, 1987",369,,,
1416,AB5,YNi4Al,1,40.8,60,333.15,3,"Sorgic, 1998",812,,,
2063,MIC,DyCo3,1.3,42,100,373.15,3,"Wallace, 1980",439,,,
2097,MIC,GdCo3 (M),1.4,45,150,423.15,3,"Wallace, 1980",439,,,
696,AB2,GdRu2,1,60,225,498.15,3,"Shaltiel, 1979",361,,,
1914,Mg,Mg0.70Ni0.25Nd0.05,3.4,69,300,573.15,3,"Tanaka, 1999",1479,,Melt spun,
1946,Mg,Mg2CuAl.25 (M),3,72,330,603.15,3,"Biris, 1982",716,,,
1947,Mg,Mg2CuAl.375 (M),3.2,76,330,603.15,3,"Biris, 1982",716,,,
1840,Mg,Mg-25Ni (M),5.7,77.5,323,596.15,3,"Reilly, 1968",88,,,
1986,Mg,Mg2Ni.85Al.15 (M),3.4,84,327,600.15,3,"Biris, 1982",758,,,
184,AB,TiFe (+4.5 w/o Mm),1.6,,27,300.15,3,"Bronca, 1985",549,,,
207,AB,TiFe.9Al.1,1.3,,50,323.15,3,"Lee, 1999",1211,,,sloping plateau
215,AB,TiFe.9Mo.1,1.7,,40,313.15,3,"Reilly, 1976",383,,,
321,AB2,(Ti.75Zr.25)1.05Mn.8Cr1.05V.05Cu.1,1.8,,30,303.15,3,"Park, 2001",1280,,,
326,AB2,CaAl1.8B.2 (M),0.7,,40,313.15,3,"Tanaka, 1995",416,,,
422,AB2,Ti.5Zr.5Mn.9Cr.9Ni.4,1.6,,40,313.15,3,"Liu, 1996",526,,,
424,AB2,Ti.5Zr.5Mn1.36Fe.34,1.5,,100,373.15,3,"Komazaki, 1983",29,,,
548,AB2,Zr.5Ti.5Mn1.2Fe.3,1.6,,150,423.15,3,"Suzuki, 1982",26,,,
560,AB2,ZrCrCo.8V.2,2.2,,150,423.15,3,"Bououdina, 1997",649,,,
605,AB2,ZrMn1.6Co.4,1.3,,150,423.15,3,"Yonezu, 1991",563,,,
766,AB2,Ti.9Zr.1Mn1.4Cr.4V.2S.03,1.7,,5,278.15,3,"Morita, 1997",647,,,
861,AB2,Zr.8Ti.2Ni1.2V.6Mo.2,1.8,,67,340.15,3,"Chen, 1997",820,,,
928,AB2,ZrNi1.2Mn.5Cr.2V.1,1.6,,70,343.15,3,"Moriwaki, 1991",367,,,
1150,AB5,MmNi4.2Mn.8,1,,15,288.15,3,"Mungole, 1999",1205,Fe-containing Indian Mm,,
1159,AB5,MmNi4.5Al.5,1.45,,30,303.15,3,"Jain, 2000",1208,,,
1198,AB5,La.8Ba.2Ni5,1.3,,25,298.15,3,"Goodell, 1980",256,,,
1482,Complex,Na3AlH6,2.2,,150,423.15,3,"Zaluska, 2000",1430,[AlH6]3-,Measured H-content,Ball milled with C
1629,Complex,Li1.8Na1.2AlH6,3.3,,220,493.15,3,"Zaluska, 1999",1423,,Measured H-content,
1702,Mg,MgNi,1.75,,140,413.15,3,"Jiang, 2000",1464,Amorphous,,Sloping plateau
1796,Mg,Mg12Ce,6,,325,598.15,3,"Darriet, 1984",540,,,
1798,Mg,Mg12Ln,5.9,,325,598.15,3,"Darriet, 1980",433,"(Ln = Ce, La, Mm)",,
1908,Mg,Mg0.5Al0.5,3.4,,280,553.15,3,"Zaluska, 2001",1434,,Nanocrystalline,
1924,Mg,Mg0.87Ni0.13 (M),5.7,,325,598.15,3,"Friedlmeier, 1999",1475,,Melt spun,
2027,Mg,Mg-50LaNi5 (M),4,,300,573.15,3,"Sun, 1999",1469,Sintered,,
2050,MIC,CeMg12,6,,325,598.15,3,"Darriet, 1984",540,,,
2146,MIC,La2Ni7,1.4,,50,323.15,3,"Osterreicher, 1976",524,,,
2169,MIC,LaMg2Ni9,0.33,,30,303.15,3,"Kadir, 2000",1314,,,
2176,MIC,LnMg12,5.9,,325,598.15,3,"Darriet, 1980",433,"(Ln = Ce, La, Mm)",,
2489,SS,Pd.9Rh.10,0.7,,50,323.15,3,"Fazle Kibria, 2000",1421,,Deuterium,
2694,SS,V.99Zr.01,3.6,,40,313.15,3,"Yukawa, 2002",1411,,,
1136,AB5,MmNi3Co2,1.4,32.7,20,293.15,2.9,"Osumi, 1979",121,(+ Co1.0 & Co2.5),,
1670,Mg,Mg-5Ni,7.4,76.4,323,596.15,2.9,"Friedlmeier, 1997",714,,,
1332,AB5,M1Ni5,1.3,,30,303.15,2.8,"Hong, 1995",621,(M1=La-rich Mm),,
2692,SS,V.99Ti.01,3.4,,40,313.15,2.8,"Yukawa, 2002",1411,,,
1165,AB5,MmNi4.5Mn.5,1.49,28,20,293.15,2.7,"Wang, 1989",267,,,
2583,SS,Pd.85Rh.15,0.7,31,50,323.15,2.7,"Noh, 1993",867,,,
771,AB2,Ti.9Zr.2Mn1.6Ni.2V.2,2.1,31.7,25,298.15,2.7,"Xu, 2001",1290,,,
1971,Mg,Mg-2Ni,7.2,75.6,316,589.15,2.7,"Friedlmeier, 1997",714,,,
962,AB5,Ce.7La.3Ni4.6Al.4,,,20,293.15,2.7,"Mordkovich, 1992",666,,,
2675,SS,V.99Hf.01,3.6,,40,313.15,2.7,"Yukawa, 2002",1411,,,
846,AB2,Zr.7Ti.3Mn2Fe.8,0.8,14,25,298.15,2.6,"Sinha, 1982",20,,,
214,AB,TiFe.9Mn.1 (M),1.9,29.5,25,298.15,2.6,"Johnson, 1978",330,,,
120,A2B,Mg2Ni,3.6,71.3,300,573.15,2.6,"Li, 2000",1236,Hydriding combustion synthesis,,
1967,Mg,Mg2Ni,3.6,71.3,300,573.15,2.6,"Li, 2000",1236,Hydriding combustion synthesis,,
2664,SS,V.995C.005,2.1,,25,298.15,2.6,"Cantrell, 1999",1402,,Reversible capacity only,
563,AB2,ZrCrFe1.6,1.2,29.1,30,303.15,2.5,"Uchida, 1986",370,,,
2163,MIC,LaCaMgNi9,1.8,33,20,293.15,2.5,"Chen, 2000",1295,,,
2164,MIC,LaCaMgNi9,1.8,33,20,293.15,2.5,"Chen, 2000",1316,,,
1000,AB5,ErNi3.5Al1.5,0.7,39.8,115,388.15,2.5,"Sorgic, 1996",591,,,
99,A2B,Mg1.9Ti.1Ni,2.9,62.5,300,573.15,2.5,"Liang, 1999",1226,Nanocrystalline,,
1771,Mg,Mg1.9Ti.1Ni,2.9,62.5,300,573.15,2.5,"Liang, 1999",1226,Nanocrystalline,,
118,A2B,Mg2Ni,3.6,64.6,300,573.15,2.5,"Lutz, 1977",420,,,
1964,Mg,Mg2Ni,3.6,64.6,300,573.15,2.5,"Lutz, 1977",420,(Dynamic PCT),,
1687,Mg,Mg7Zn3,2.5,,315,588.15,2.5,"Akiba, 1991",709,,,
2017,Mg,Mg4La,4.3,,315,588.15,2.5,"Semenenko, 1981",1498,,,Sloping plateau
2351,MIC,Y2Ni7,0.3,,50,323.15,2.5,"van Essen, 1980",355,,,
2529,SS,Ti.33V.37Mn.30 (M),3,,100,373.15,2.5,"Nakamura, 2000",1409,,,
1293,AB5,LaNi5,1.5,30.1,21,294.15,2.4,"van Vucht, 1970",93,,,
1087,AB5,LaNi4Ag,1.1,,40,313.15,2.4,"Van Mal, 1974",98,,,
1299,AB5,LaNi5.63,1.3,,25,298.15,2.4,"Goodell, 1980",256,,,
1878,Mg,Mg.7Li.1Ni.1Sn.1,2.3,,310,583.15,2.4,"Nachman, 1982",700,,,
2609,SS,Pd.952Ti.048,0.4,27.2,100,373.15,2.3,"Evans, 1980",462,,,
1328,AB5,LmNi4.4Co.2Mn.2Al.2,1.3,34.1,50,323.15,2.3,"Groll, 1989",266,(Lm = La-rich Mm),,
90,A2B,Mg1.75Ti.25Ni.75Cu.25,2,,300,573.15,2.3,"Yuan, 1999",1229,,,
212,AB,TiFe.9Cu.1,1.2,,40,313.15,2.3,"Reilly, 1976",383,,,
1215,AB5,La.9Mg.1Ni5,1.4,,25,298.15,2.3,"Goodell, 1980",256,,,
1760,Mg,Mg.56Al.34Y.1,3.3,,310,583.15,2.3,"Nachman, 1982",700,,,
1761,Mg,Mg1.75Ti.25Ni.75Cu.25,2,,300,573.15,2.3,"Yuan, 1999",1229,,,
1083,AB5,LaNi4.9Al0.1,,,40,313.15,2.23,"Joubert, 2000",1512,,,
958,AB5,Ce.5La.5Ni2.5Cu2.5,1.1,22.9,23,296.15,2.2,"Pourarian, 1986",254,,,
444,AB2,Ti.8Zr.2Mn1.2V.2Cr.6,1.9,30.5,20,293.15,2.2,"Gamo, 1979",35,,,
167,AB,TiCo,1.3,57.8,150,423.15,2.2,"Osumi, 1980",80,,,
166,AB,TiCo,1.1,61.1,150,423.15,2.2,"Someno, 1979",381,,,
110,A2B,Mg2Ni,3.3,67,300,573.15,2.2,"Liang, 1999",1226,Nanocrystalline,,
1956,Mg,Mg2Ni,3.3,67,300,573.15,2.2,"Liang, 1999",1226,Nanocrystalline,,
1296,AB5,LaNi5 (M),1.9,,21,294.15,2.2,"Lakner, 1980",165,,,
1330,AB5,LmNi4.85Sn.15,1.5,,20,293.15,2.2,"Isselhorst, 1995",625,(Lm = La-rich Mm),,
1689,Mg,Mg9Mm,4.8,,310,583.15,2.2,"Reilly, 1976",490,,,
1808,Mg,Mg17Al11Ti (M),4.7,,304,577.15,2.2,"Lupu, 1982",757,,,
1863,Mg,Mg.59Al.36Y.05,2,,310,583.15,2.2,"Nachman, 1982",700,,,
2195,MIC,MmMg9,4.8,,310,583.15,2.2,"Reilly, 1974",491,,,
1164,AB5,MmNi4.5Mn.5,1.3,17.6,20,293.15,2.1,"Osumi, 1979",120,"(+ Mn.25, Mn.75, Mn1.0)",,
1086,AB5,LaNi4.9Sn0.1,1.3,32,35,308.15,2.1,"Filatova, 2001",1527,,,
1002,AB5,ErNi4Al,0.9,32.4,0,273.15,2.1,"Sorgic, 1996",591,,,
1025,AB5,LaNi4.5Al.5,1.2,,100,373.15,2.1,"Nakamura, 1997",809,,,
1036,AB5,LaNi4.5Pd.5 (M),1.28,,25,298.15,2.1,"Goodell, 1980",256,,,
1161,AB5,MmNi4.5Al0.5,1.6,,22,295.15,2.1,"Jain, 2002",1533,,,
1895,Mg,Mg.8Al.1La.1,4.2,,310,583.15,2.1,"Nachman, 1982",700,,,
867,AB2,Zr.9Ti.1Cr.55Fe1.45,1.6,1.03,10,283.15,2,"Park, 2001",1292,,,
847,AB2,Zr.7Ti.3MnFe,1.7,10,23,296.15,2,"Sinha, 1982",25,,,
2076,MIC,Er6Fe23,0.8,19,0,273.15,2,"Smith, 1983",612,,,
1317,AB5,LaNi6.37Mn0.33,0.8,23.2,20,293.15,2,"Verbetsky, 1989",1529,,,
2435,MIC,(Y.5Ca.5)(MgCa)Ni9,2,25.8,-10,263.15,2,"Kadir, 1999",1304,,,Sloping plateau
2433,MIC,(La.65Ca.35)(Mg1.32Ca.68)Ni9,,26.8,10,283.15,2,"Kadir, 2000",1314,,,
2485,SS,Pd.9Pt.1,0.4,27.4,25,298.15,2,"Thiebaut, 1995",482,,,
824,AB2,TiMn1.4Ni.1,,28,0,273.15,2,"Andreev, 1984",684,,,
